FOLDER,IN_FILE,CHANNEL,OFFSET,DURATION,DATE,TIME,HOUR,NDSI,ACI
"Black Bear 10.07-10.16/Data","S4A04633_20171015_070002.wav",1,0.000,3598.000,"2017-10-15","07:00:02.000",7,0.070631,153.171825

"Black Bear 10.07-10.16/Data","S4A04633_20171015_090000.wav",0,0.000,3600.000,"2017-10-15","09:00:00.000",9,0.950697,142.944588

"Black Bear 10.07-10.16/Data","S4A04633_20171015_090000.wav",1,0.000,3600.000,"2017-10-15","09:00:00.000",9,0.880626,144.890347

"Black Bear 10.07-10.16/Data","S4A04633_20171015_190002.wav",0,0.000,3598.000,"2017-10-15","19:00:02.000",19,0.309940,151.092997

"Black Bear 10.07-10.16/Data","S4A04633_20171015_190002.wav",1,0.000,3598.000,"2017-10-15","19:00:02.000",19,-0.114920,151.410150

"Black Bear 10.07-10.16/Data","S4A04633_20171015_160000.wav",0,0.000,3600.000,"2017-10-15","16:00:00.000",16,0.103980,152.113499

"Black Bear 10.07-10.16/Data","S4A04633_20171015_160000.wav",1,0.000,3600.000,"2017-10-15","16:00:00.000",16,-0.065961,152.816030

