FOLDER,IN_FILE,CHANNEL,OFFSET,DURATION,DATE,TIME,HOUR,NDSI,ACI
"Black Bear 10.07-10.16/Data","S4A04633_20171015_180000.wav",0,0.000,3600.000,"2017-10-15","18:00:00.000",18,-0.080937,152.551308

"Black Bear 10.07-10.16/Data","S4A04633_20171015_180000.wav",1,0.000,3600.000,"2017-10-15","18:00:00.000",18,-0.242812,152.893320

"Black Bear 10.07-10.16/Data","S4A04633_20171016_000000.wav",0,0.000,3600.000,"2017-10-16","00:00:00.000",0,0.791690,150.421713

"Black Bear 10.07-10.16/Data","S4A04633_20171016_000000.wav",1,0.000,3600.000,"2017-10-16","00:00:00.000",0,0.361429,149.946879

"Black Bear 10.07-10.16/Data","S4A04633_20171016_030000.wav",0,0.000,3600.000,"2017-10-16","03:00:00.000",3,0.736510,151.023995

"Black Bear 10.07-10.16/Data","S4A04633_20171016_030000.wav",1,0.000,3600.000,"2017-10-16","03:00:00.000",3,0.225508,150.515287

"Black Bear 10.07-10.16/Data","S4A04633_20171015_130000.wav",0,0.000,3600.000,"2017-10-15","13:00:00.000",13,0.392673,147.132094

"Black Bear 10.07-10.16/Data","S4A04633_20171015_130000.wav",1,0.000,3600.000,"2017-10-15","13:00:00.000",13,0.342684,149.528462

"Black Bear 10.07-10.16/Data","S4A04633_20171016_060000.wav",0,0.000,3600.000,"2017-10-16","06:00:00.000",6,-0.471253,153.041019

"Black Bear 10.07-10.16/Data","S4A04633_20171016_060000.wav",1,0.000,3600.000,"2017-10-16","06:00:00.000",6,-0.265437,153.100562

"Black Bear 10.07-10.16/Data","S4A04633_20171016_090000.wav",0,0.000,1554.197,"2017-10-16","09:00:00.000",9,0.741637,144.528611

"Black Bear 10.07-10.16/Data","S4A04633_20171016_090000.wav",1,0.000,1554.197,"2017-10-16","09:00:00.000",9,0.701725,148.001988

"Black Bear 10.16-10.25/Data","S4A04633_20171016_092620.wav",0,0.000,2037.000,"2017-10-16","09:26:20.000",9,0.677515,144.038603

"Black Bear 10.16-10.25/Data","S4A04633_20171016_092620.wav",1,0.000,2037.000,"2017-10-16","09:26:20.000",9,0.687788,147.754366

"Black Bear 10.07-10.16/Data","S4A04633_20171016_070002.wav",0,0.000,3598.000,"2017-10-16","07:00:02.000",7,-0.088435,153.990049

"Black Bear 10.07-10.16/Data","S4A04633_20171016_070002.wav",1,0.000,3598.000,"2017-10-16","07:00:02.000",7,-0.115993,153.173038

"Black Bear 10.16-10.25/Data","S4A04633_20171016_160000.wav",0,0.000,3600.000,"2017-10-16","16:00:00.000",16,0.261606,156.324627

"Black Bear 10.16-10.25/Data","S4A04633_20171016_160000.wav",1,0.000,3600.000,"2017-10-16","16:00:00.000",16,-0.029792,156.842431

"Black Bear 10.16-10.25/Data","S4A04633_20171016_180000.wav",0,0.000,3600.000,"2017-10-16","18:00:00.000",18,0.079650,152.906143

"Black Bear 10.16-10.25/Data","S4A04633_20171016_180000.wav",1,0.000,3600.000,"2017-10-16","18:00:00.000",18,-0.250203,152.319633

"Black Bear 10.16-10.25/Data","S4A04633_20171016_130000.wav",0,0.000,3600.000,"2017-10-16","13:00:00.000",13,0.587355,146.378369

"Black Bear 10.16-10.25/Data","S4A04633_20171016_130000.wav",1,0.000,3600.000,"2017-10-16","13:00:00.000",13,0.482753,148.029780

"Black Bear 10.16-10.25/Data","S4A04633_20171016_190002.wav",0,0.000,3598.000,"2017-10-16","19:00:02.000",19,0.286790,150.733925

"Black Bear 10.16-10.25/Data","S4A04633_20171016_190002.wav",1,0.000,3598.000,"2017-10-16","19:00:02.000",19,-0.128841,149.654897

"Black Bear 10.16-10.25/Data","S4A04633_20171017_000000.wav",0,0.000,3600.000,"2017-10-17","00:00:00.000",0,0.432773,155.970881

"Black Bear 10.16-10.25/Data","S4A04633_20171017_000000.wav",1,0.000,3600.000,"2017-10-17","00:00:00.000",0,0.110146,156.078944

"Black Bear 10.16-10.25/Data","S4A04633_20171017_030000.wav",0,0.000,3600.000,"2017-10-17","03:00:00.000",3,0.316735,153.596211

"Black Bear 10.16-10.25/Data","S4A04633_20171017_030000.wav",1,0.000,3600.000,"2017-10-17","03:00:00.000",3,0.059136,152.340735

"Black Bear 10.16-10.25/Data","S4A04633_20171017_060000.wav",0,0.000,3600.000,"2017-10-17","06:00:00.000",6,-0.488710,154.367560

"Black Bear 10.16-10.25/Data","S4A04633_20171017_060000.wav",1,0.000,3600.000,"2017-10-17","06:00:00.000",6,-0.366154,154.905020

"Black Bear 10.16-10.25/Data","S4A04633_20171017_070002.wav",0,0.000,3598.000,"2017-10-17","07:00:02.000",7,-0.260875,156.930536

"Black Bear 10.16-10.25/Data","S4A04633_20171017_070002.wav",1,0.000,3598.000,"2017-10-17","07:00:02.000",7,-0.239855,156.743701

"Black Bear 10.16-10.25/Data","S4A04633_20171017_090000.wav",0,0.000,3600.000,"2017-10-17","09:00:00.000",9,0.501468,155.647314

"Black Bear 10.16-10.25/Data","S4A04633_20171017_090000.wav",1,0.000,3600.000,"2017-10-17","09:00:00.000",9,0.219440,155.085908

"Black Bear 10.16-10.25/Data","S4A04633_20171017_130000.wav",0,0.000,3600.000,"2017-10-17","13:00:00.000",13,0.213597,156.286349

"Black Bear 10.16-10.25/Data","S4A04633_20171017_130000.wav",1,0.000,3600.000,"2017-10-17","13:00:00.000",13,-0.113503,158.363388

"Black Bear 10.16-10.25/Data","S4A04633_20171017_160000.wav",0,0.000,3600.000,"2017-10-17","16:00:00.000",16,-0.136308,156.360981

"Black Bear 10.16-10.25/Data","S4A04633_20171017_160000.wav",1,0.000,3600.000,"2017-10-17","16:00:00.000",16,-0.287495,157.015664

"Black Bear 10.16-10.25/Data","S4A04633_20171017_180000.wav",0,0.000,3600.000,"2017-10-17","18:00:00.000",18,-0.066069,156.146296

"Black Bear 10.16-10.25/Data","S4A04633_20171017_180000.wav",1,0.000,3600.000,"2017-10-17","18:00:00.000",18,-0.290086,156.605445

"Black Bear 10.16-10.25/Data","S4A04633_20171017_190002.wav",0,0.000,3598.000,"2017-10-17","19:00:02.000",19,-0.108522,154.809433

"Black Bear 10.16-10.25/Data","S4A04633_20171017_190002.wav",1,0.000,3598.000,"2017-10-17","19:00:02.000",19,-0.261627,154.577383

"Black Bear 10.16-10.25/Data","S4A04633_20171018_000000.wav",0,0.000,3600.000,"2017-10-18","00:00:00.000",0,0.486936,153.389243

"Black Bear 10.16-10.25/Data","S4A04633_20171018_000000.wav",1,0.000,3600.000,"2017-10-18","00:00:00.000",0,0.101990,152.464173

"Black Bear 10.16-10.25/Data","S4A04633_20171018_030000.wav",0,0.000,3600.000,"2017-10-18","03:00:00.000",3,0.470530,150.867504

"Black Bear 10.16-10.25/Data","S4A04633_20171018_030000.wav",1,0.000,3600.000,"2017-10-18","03:00:00.000",3,0.070447,150.363295

"Black Bear 10.16-10.25/Data","S4A04633_20171018_060000.wav",0,0.000,3600.000,"2017-10-18","06:00:00.000",6,-0.488870,154.789541

"Black Bear 10.16-10.25/Data","S4A04633_20171018_060000.wav",1,0.000,3600.000,"2017-10-18","06:00:00.000",6,-0.266886,154.809282

"Black Bear 10.16-10.25/Data","S4A04633_20171018_070002.wav",0,0.000,3598.000,"2017-10-18","07:00:02.000",7,-0.122024,156.276841

"Black Bear 10.16-10.25/Data","S4A04633_20171018_070002.wav",1,0.000,3598.000,"2017-10-18","07:00:02.000",7,0.094665,155.953730

"Black Bear 10.16-10.25/Data","S4A04633_20171018_090000.wav",0,0.000,3600.000,"2017-10-18","09:00:00.000",9,0.375037,157.086830

"Black Bear 10.16-10.25/Data","S4A04633_20171018_090000.wav",1,0.000,3600.000,"2017-10-18","09:00:00.000",9,0.118563,160.120584

"Black Bear 10.16-10.25/Data","S4A04633_20171018_130000.wav",0,0.000,3600.000,"2017-10-18","13:00:00.000",13,0.741362,146.939224

"Black Bear 10.16-10.25/Data","S4A04633_20171018_130000.wav",1,0.000,3600.000,"2017-10-18","13:00:00.000",13,0.657484,148.761092

"Black Bear 10.16-10.25/Data","S4A04633_20171018_160000.wav",0,0.000,3600.000,"2017-10-18","16:00:00.000",16,0.019992,155.216822

"Black Bear 10.16-10.25/Data","S4A04633_20171018_160000.wav",1,0.000,3600.000,"2017-10-18","16:00:00.000",16,-0.442396,157.342382

"Black Bear 10.16-10.25/Data","S4A04633_20171018_190002.wav",0,0.000,3598.000,"2017-10-18","19:00:02.000",19,0.174592,151.568068

"Black Bear 10.16-10.25/Data","S4A04633_20171018_190002.wav",1,0.000,3598.000,"2017-10-18","19:00:02.000",19,-0.079300,149.053859

"Black Bear 10.16-10.25/Data","S4A04633_20171018_180000.wav",0,0.000,3600.000,"2017-10-18","18:00:00.000",18,-0.189007,154.766677

"Black Bear 10.16-10.25/Data","S4A04633_20171018_180000.wav",1,0.000,3600.000,"2017-10-18","18:00:00.000",18,-0.273451,155.358871

"Black Bear 10.16-10.25/Data","S4A04633_20171019_000000.wav",0,0.000,3600.000,"2017-10-19","00:00:00.000",0,0.381448,156.344662

"Black Bear 10.16-10.25/Data","S4A04633_20171019_000000.wav",1,0.000,3600.000,"2017-10-19","00:00:00.000",0,0.082140,155.985796

"Black Bear 10.16-10.25/Data","S4A04633_20171019_030000.wav",0,0.000,3600.000,"2017-10-19","03:00:00.000",3,0.347521,152.463125

"Black Bear 10.16-10.25/Data","S4A04633_20171019_030000.wav",1,0.000,3600.000,"2017-10-19","03:00:00.000",3,0.024005,152.572553

"Black Bear 10.16-10.25/Data","S4A04633_20171019_060000.wav",0,0.000,3600.000,"2017-10-19","06:00:00.000",6,-0.553185,156.385746

"Black Bear 10.16-10.25/Data","S4A04633_20171019_060000.wav",1,0.000,3600.000,"2017-10-19","06:00:00.000",6,-0.366673,156.347923

"Black Bear 10.16-10.25/Data","S4A04633_20171019_070002.wav",0,0.000,3598.000,"2017-10-19","07:00:02.000",7,-0.377639,156.738927

"Black Bear 10.16-10.25/Data","S4A04633_20171019_070002.wav",1,0.000,3598.000,"2017-10-19","07:00:02.000",7,0.071055,156.855979

"Black Bear 10.16-10.25/Data","S4A04633_20171019_090000.wav",0,0.000,3600.000,"2017-10-19","09:00:00.000",9,0.841137,147.457260

"Black Bear 10.16-10.25/Data","S4A04633_20171019_090000.wav",1,0.000,3600.000,"2017-10-19","09:00:00.000",9,0.636706,149.947444

"Black Bear 10.16-10.25/Data","S4A04633_20171019_180000.wav",0,0.000,3600.000,"2017-10-19","18:00:00.000",18,-0.172039,155.429429

"Black Bear 10.16-10.25/Data","S4A04633_20171019_180000.wav",1,0.000,3600.000,"2017-10-19","18:00:00.000",18,-0.388659,156.394523

"Black Bear 10.16-10.25/Data","S4A04633_20171019_160000.wav",0,0.000,3600.000,"2017-10-19","16:00:00.000",16,-0.382779,153.291104

"Black Bear 10.16-10.25/Data","S4A04633_20171019_160000.wav",1,0.000,3600.000,"2017-10-19","16:00:00.000",16,-0.523802,154.793142

"Black Bear 10.16-10.25/Data","S4A04633_20171019_130000.wav",0,0.000,3600.000,"2017-10-19","13:00:00.000",13,0.695835,148.089484

"Black Bear 10.16-10.25/Data","S4A04633_20171019_130000.wav",1,0.000,3600.000,"2017-10-19","13:00:00.000",13,0.301692,151.427759

"Black Bear 10.16-10.25/Data","S4A04633_20171019_190002.wav",0,0.000,3598.000,"2017-10-19","19:00:02.000",19,-0.150427,154.871869

"Black Bear 10.16-10.25/Data","S4A04633_20171019_190002.wav",1,0.000,3598.000,"2017-10-19","19:00:02.000",19,-0.363971,155.456315

"Black Bear 10.16-10.25/Data","S4A04633_20171020_000000.wav",0,0.000,3600.000,"2017-10-20","00:00:00.000",0,0.652640,151.597566

"Black Bear 10.16-10.25/Data","S4A04633_20171020_000000.wav",1,0.000,3600.000,"2017-10-20","00:00:00.000",0,0.257974,151.786293

"Black Bear 10.16-10.25/Data","S4A04633_20171020_030000.wav",0,0.000,3600.000,"2017-10-20","03:00:00.000",3,0.509259,152.990662

"Black Bear 10.16-10.25/Data","S4A04633_20171020_030000.wav",1,0.000,3600.000,"2017-10-20","03:00:00.000",3,0.158253,153.302959

"Black Bear 10.16-10.25/Data","S4A04633_20171020_060000.wav",0,0.000,3600.000,"2017-10-20","06:00:00.000",6,-0.421650,153.051020

"Black Bear 10.16-10.25/Data","S4A04633_20171020_060000.wav",1,0.000,3600.000,"2017-10-20","06:00:00.000",6,-0.260126,153.192198

"Black Bear 10.16-10.25/Data","S4A04633_20171020_070002.wav",0,0.000,3598.000,"2017-10-20","07:00:02.000",7,-0.217442,156.547793

"Black Bear 10.16-10.25/Data","S4A04633_20171020_070002.wav",1,0.000,3598.000,"2017-10-20","07:00:02.000",7,-0.050288,155.712154

"Black Bear 10.16-10.25/Data","S4A04633_20171020_160000.wav",0,0.000,3600.000,"2017-10-20","16:00:00.000",16,-0.210372,153.855310

"Black Bear 10.16-10.25/Data","S4A04633_20171020_160000.wav",1,0.000,3600.000,"2017-10-20","16:00:00.000",16,-0.553476,156.564773

"Black Bear 10.16-10.25/Data","S4A04633_20171020_130000.wav",0,0.000,3600.000,"2017-10-20","13:00:00.000",13,0.163828,149.260239

"Black Bear 10.16-10.25/Data","S4A04633_20171020_130000.wav",1,0.000,3600.000,"2017-10-20","13:00:00.000",13,0.082673,150.999249

"Black Bear 10.16-10.25/Data","S4A04633_20171020_090000.wav",0,0.000,3600.000,"2017-10-20","09:00:00.000",9,0.681571,143.603736

"Black Bear 10.16-10.25/Data","S4A04633_20171020_090000.wav",1,0.000,3600.000,"2017-10-20","09:00:00.000",9,0.643354,145.227188

"Black Bear 10.16-10.25/Data","S4A04633_20171020_180000.wav",0,0.000,3600.000,"2017-10-20","18:00:00.000",18,-0.618977,153.365741

"Black Bear 10.16-10.25/Data","S4A04633_20171020_180000.wav",1,0.000,3600.000,"2017-10-20","18:00:00.000",18,-0.570117,155.110929

"Black Bear 10.16-10.25/Data","S4A04633_20171020_190002.wav",0,0.000,3598.000,"2017-10-20","19:00:02.000",19,-0.164702,152.523919

"Black Bear 10.16-10.25/Data","S4A04633_20171020_190002.wav",1,0.000,3598.000,"2017-10-20","19:00:02.000",19,-0.227947,153.279713

"Black Bear 10.16-10.25/Data","S4A04633_20171021_000000.wav",0,0.000,3600.000,"2017-10-21","00:00:00.000",0,0.683888,150.725426

"Black Bear 10.16-10.25/Data","S4A04633_20171021_000000.wav",1,0.000,3600.000,"2017-10-21","00:00:00.000",0,0.236482,150.716645

"Black Bear 10.16-10.25/Data","S4A04633_20171021_030000.wav",0,0.000,3600.000,"2017-10-21","03:00:00.000",3,0.573282,150.915644

"Black Bear 10.16-10.25/Data","S4A04633_20171021_030000.wav",1,0.000,3600.000,"2017-10-21","03:00:00.000",3,0.129766,150.641710

"Black Bear 10.16-10.25/Data","S4A04633_20171021_060000.wav",0,0.000,3600.000,"2017-10-21","06:00:00.000",6,-0.268961,150.703728

"Black Bear 10.16-10.25/Data","S4A04633_20171021_060000.wav",1,0.000,3600.000,"2017-10-21","06:00:00.000",6,-0.232653,150.925040

"Black Bear 10.16-10.25/Data","S4A04633_20171021_070002.wav",0,0.000,3598.000,"2017-10-21","07:00:02.000",7,-0.354847,148.100452

"Black Bear 10.16-10.25/Data","S4A04633_20171021_070002.wav",1,0.000,3598.000,"2017-10-21","07:00:02.000",7,-0.150967,148.967554

"Black Bear 10.16-10.25/Data","S4A04633_20171021_090000.wav",0,0.000,3600.000,"2017-10-21","09:00:00.000",9,0.169191,149.645811

"Black Bear 10.16-10.25/Data","S4A04633_20171021_090000.wav",1,0.000,3600.000,"2017-10-21","09:00:00.000",9,0.059951,151.420061

"Black Bear 10.16-10.25/Data","S4A04633_20171021_130000.wav",0,0.000,3600.000,"2017-10-21","13:00:00.000",13,0.512385,148.340948

"Black Bear 10.16-10.25/Data","S4A04633_20171021_130000.wav",1,0.000,3600.000,"2017-10-21","13:00:00.000",13,0.428766,149.264363

"Black Bear 10.16-10.25/Data","S4A04633_20171021_160000.wav",0,0.000,3600.000,"2017-10-21","16:00:00.000",16,-0.339537,153.425796

"Black Bear 10.16-10.25/Data","S4A04633_20171021_160000.wav",1,0.000,3600.000,"2017-10-21","16:00:00.000",16,-0.430847,154.145193

"Black Bear 10.16-10.25/Data","S4A04633_20171021_180000.wav",0,0.000,3600.000,"2017-10-21","18:00:00.000",18,-0.192011,153.032092

"Black Bear 10.16-10.25/Data","S4A04633_20171021_180000.wav",1,0.000,3600.000,"2017-10-21","18:00:00.000",18,-0.270582,153.522055

"Black Bear 10.16-10.25/Data","S4A04633_20171021_190002.wav",0,0.000,3598.000,"2017-10-21","19:00:02.000",19,0.131378,151.752537

"Black Bear 10.16-10.25/Data","S4A04633_20171021_190002.wav",1,0.000,3598.000,"2017-10-21","19:00:02.000",19,-0.164754,152.283492

"Black Bear 10.16-10.25/Data","S4A04633_20171022_000000.wav",0,0.000,3600.000,"2017-10-22","00:00:00.000",0,0.667418,152.849900

"Black Bear 10.16-10.25/Data","S4A04633_20171022_000000.wav",1,0.000,3600.000,"2017-10-22","00:00:00.000",0,0.214013,151.841958

"Black Bear 10.16-10.25/Data","S4A04633_20171022_030000.wav",0,0.000,3600.000,"2017-10-22","03:00:00.000",3,0.586415,150.779817

"Black Bear 10.16-10.25/Data","S4A04633_20171022_030000.wav",1,0.000,3600.000,"2017-10-22","03:00:00.000",3,0.191990,150.398872

"Black Bear 10.16-10.25/Data","S4A04633_20171022_060000.wav",0,0.000,3600.000,"2017-10-22","06:00:00.000",6,-0.295542,150.343066

"Black Bear 10.16-10.25/Data","S4A04633_20171022_060000.wav",1,0.000,3600.000,"2017-10-22","06:00:00.000",6,-0.214079,150.458143

"Black Bear 10.16-10.25/Data","S4A04633_20171022_070002.wav",0,0.000,3598.000,"2017-10-22","07:00:02.000",7,0.165320,154.486990

"Black Bear 10.16-10.25/Data","S4A04633_20171022_070002.wav",1,0.000,3598.000,"2017-10-22","07:00:02.000",7,0.187837,152.633484

"Black Bear 10.16-10.25/Data","S4A04633_20171022_090000.wav",0,0.000,3600.000,"2017-10-22","09:00:00.000",9,0.727526,144.913817

"Black Bear 10.16-10.25/Data","S4A04633_20171022_090000.wav",1,0.000,3600.000,"2017-10-22","09:00:00.000",9,0.587736,145.727429

"Black Bear 10.16-10.25/Data","S4A04633_20171022_130000.wav",0,0.000,3600.000,"2017-10-22","13:00:00.000",13,0.674171,145.601755

"Black Bear 10.16-10.25/Data","S4A04633_20171022_130000.wav",1,0.000,3600.000,"2017-10-22","13:00:00.000",13,0.520207,146.209116

"Black Bear 10.16-10.25/Data","S4A04633_20171022_180000.wav",0,0.000,3600.000,"2017-10-22","18:00:00.000",18,-0.482312,151.715480

"Black Bear 10.16-10.25/Data","S4A04633_20171022_180000.wav",1,0.000,3600.000,"2017-10-22","18:00:00.000",18,-0.305428,151.404803

"Black Bear 10.16-10.25/Data","S4A04633_20171022_160000.wav",0,0.000,3600.000,"2017-10-22","16:00:00.000",16,-0.312628,152.273624

"Black Bear 10.16-10.25/Data","S4A04633_20171022_160000.wav",1,0.000,3600.000,"2017-10-22","16:00:00.000",16,-0.285795,151.578651

"Black Bear 10.16-10.25/Data","S4A04633_20171022_190002.wav",0,0.000,3598.000,"2017-10-22","19:00:02.000",19,0.341085,151.132481

"Black Bear 10.16-10.25/Data","S4A04633_20171022_190002.wav",1,0.000,3598.000,"2017-10-22","19:00:02.000",19,-0.098905,150.743967

"Black Bear 10.16-10.25/Data","S4A04633_20171023_000000.wav",0,0.000,3600.000,"2017-10-23","00:00:00.000",0,0.751675,150.974988

"Black Bear 10.16-10.25/Data","S4A04633_20171023_000000.wav",1,0.000,3600.000,"2017-10-23","00:00:00.000",0,0.278036,150.068072

"Black Bear 10.16-10.25/Data","S4A04633_20171023_030000.wav",0,0.000,3600.000,"2017-10-23","03:00:00.000",3,0.500749,150.519198

"Black Bear 10.16-10.25/Data","S4A04633_20171023_030000.wav",1,0.000,3600.000,"2017-10-23","03:00:00.000",3,0.102808,150.258182

"Black Bear 10.16-10.25/Data","S4A04633_20171023_060000.wav",0,0.000,3600.000,"2017-10-23","06:00:00.000",6,-0.764437,148.540509

"Black Bear 10.16-10.25/Data","S4A04633_20171023_060000.wav",1,0.000,3600.000,"2017-10-23","06:00:00.000",6,-0.547432,148.292618

"Black Bear 10.16-10.25/Data","S4A04633_20171023_070002.wav",0,0.000,3598.000,"2017-10-23","07:00:02.000",7,-0.341062,148.289728

"Black Bear 10.16-10.25/Data","S4A04633_20171023_070002.wav",1,0.000,3598.000,"2017-10-23","07:00:02.000",7,0.251169,148.600520

"Black Bear 10.16-10.25/Data","S4A04633_20171023_160000.wav",0,0.000,3600.000,"2017-10-23","16:00:00.000",16,-0.510394,153.323592

"Black Bear 10.16-10.25/Data","S4A04633_20171023_160000.wav",1,0.000,3600.000,"2017-10-23","16:00:00.000",16,-0.392707,152.497125

"Black Bear 10.16-10.25/Data","S4A04633_20171023_090000.wav",0,0.000,3600.000,"2017-10-23","09:00:00.000",9,-0.067854,149.428063

"Black Bear 10.16-10.25/Data","S4A04633_20171023_090000.wav",1,0.000,3600.000,"2017-10-23","09:00:00.000",9,0.303658,149.949122

"Black Bear 10.16-10.25/Data","S4A04633_20171023_130000.wav",0,0.000,3600.000,"2017-10-23","13:00:00.000",13,-0.054094,146.763846

"Black Bear 10.16-10.25/Data","S4A04633_20171023_130000.wav",1,0.000,3600.000,"2017-10-23","13:00:00.000",13,-0.075635,148.411952

"Black Bear 10.16-10.25/Data","S4A04633_20171023_180000.wav",0,0.000,3600.000,"2017-10-23","18:00:00.000",18,-0.415729,151.866717

"Black Bear 10.16-10.25/Data","S4A04633_20171023_180000.wav",1,0.000,3600.000,"2017-10-23","18:00:00.000",18,-0.364820,151.517639

"Black Bear 10.16-10.25/Data","S4A04633_20171023_190002.wav",0,0.000,3598.000,"2017-10-23","19:00:02.000",19,0.071923,151.293300

"Black Bear 10.16-10.25/Data","S4A04633_20171023_190002.wav",1,0.000,3598.000,"2017-10-23","19:00:02.000",19,0.027529,151.239372

"Black Bear 10.16-10.25/Data","S4A04633_20171024_000000.wav",0,0.000,3600.000,"2017-10-24","00:00:00.000",0,0.728451,155.927862

"Black Bear 10.16-10.25/Data","S4A04633_20171024_000000.wav",1,0.000,3600.000,"2017-10-24","00:00:00.000",0,0.346184,155.053303

"Black Bear 10.16-10.25/Data","S4A04633_20171024_030000.wav",0,0.000,3600.000,"2017-10-24","03:00:00.000",3,0.250694,151.715716

"Black Bear 10.16-10.25/Data","S4A04633_20171024_030000.wav",1,0.000,3600.000,"2017-10-24","03:00:00.000",3,0.034123,151.514499

"Black Bear 10.16-10.25/Data","S4A04633_20171024_070002.wav",0,0.000,3598.000,"2017-10-24","07:00:02.000",7,-0.334206,156.005253

"Black Bear 10.16-10.25/Data","S4A04633_20171024_070002.wav",1,0.000,3598.000,"2017-10-24","07:00:02.000",7,-0.062072,155.903905

"Black Bear 10.16-10.25/Data","S4A04633_20171024_060000.wav",0,0.000,3600.000,"2017-10-24","06:00:00.000",6,-0.660053,149.875185

"Black Bear 10.16-10.25/Data","S4A04633_20171024_060000.wav",1,0.000,3600.000,"2017-10-24","06:00:00.000",6,-0.408838,150.207025

"Black Bear 10.16-10.25/Data","S4A04633_20171024_090000.wav",0,0.000,3600.000,"2017-10-24","09:00:00.000",9,0.109380,153.474811

"Black Bear 10.16-10.25/Data","S4A04633_20171024_090000.wav",1,0.000,3600.000,"2017-10-24","09:00:00.000",9,0.043031,153.186293

"Black Bear 10.16-10.25/Data","S4A04633_20171024_160000.wav",0,0.000,3600.000,"2017-10-24","16:00:00.000",16,-0.147864,150.476989

"Black Bear 10.16-10.25/Data","S4A04633_20171024_160000.wav",1,0.000,3600.000,"2017-10-24","16:00:00.000",16,-0.127097,150.248672

"Black Bear 10.16-10.25/Data","S4A04633_20171024_130000.wav",0,0.000,3600.000,"2017-10-24","13:00:00.000",13,-0.003619,147.604808

"Black Bear 10.16-10.25/Data","S4A04633_20171024_130000.wav",1,0.000,3600.000,"2017-10-24","13:00:00.000",13,0.134541,148.358622

"Black Bear 10.16-10.25/Data","S4A04633_20171024_180000.wav",0,0.000,3600.000,"2017-10-24","18:00:00.000",18,-0.349001,152.265744

"Black Bear 10.16-10.25/Data","S4A04633_20171024_180000.wav",1,0.000,3600.000,"2017-10-24","18:00:00.000",18,-0.281048,151.967710

"Black Bear 10.16-10.25/Data","S4A04633_20171024_190002.wav",0,0.000,3598.000,"2017-10-24","19:00:02.000",19,-0.287351,152.421899

"Black Bear 10.16-10.25/Data","S4A04633_20171024_190002.wav",1,0.000,3598.000,"2017-10-24","19:00:02.000",19,-0.285295,152.329961

"Black Bear 10.16-10.25/Data","S4A04633_20171025_000000.wav",0,0.000,3600.000,"2017-10-25","00:00:00.000",0,-0.256407,152.325450

"Black Bear 10.16-10.25/Data","S4A04633_20171025_000000.wav",1,0.000,3600.000,"2017-10-25","00:00:00.000",0,-0.263327,152.653515

"Black Bear 10.16-10.25/Data","S4A04633_20171025_030000.wav",0,0.000,3600.000,"2017-10-25","03:00:00.000",3,-0.332632,153.909907

"Black Bear 10.16-10.25/Data","S4A04633_20171025_030000.wav",1,0.000,3600.000,"2017-10-25","03:00:00.000",3,-0.266385,154.472652

"Black Bear 10.16-10.25/Data","S4A04633_20171025_060000.wav",0,0.000,3600.000,"2017-10-25","06:00:00.000",6,-0.490750,155.149505

"Black Bear 10.16-10.25/Data","S4A04633_20171025_060000.wav",1,0.000,3600.000,"2017-10-25","06:00:00.000",6,-0.464478,156.267464

"Black Bear 10.16-10.25/Data","S4A04633_20171025_070002.wav",0,0.000,3598.000,"2017-10-25","07:00:02.000",7,-0.431701,155.582713

"Black Bear 10.16-10.25/Data","S4A04633_20171025_070002.wav",1,0.000,3598.000,"2017-10-25","07:00:02.000",7,-0.367325,157.078679

"Black Bear 10.16-10.25/Data","S4A04633_20171025_090000.wav",0,0.000,3600.000,"2017-10-25","09:00:00.000",9,-0.106754,155.534099

"Black Bear 10.16-10.25/Data","S4A04633_20171025_090000.wav",1,0.000,3600.000,"2017-10-25","09:00:00.000",9,-0.242778,156.867958

"Black Bear 10.25-11.08/Data","S4A04633_20171025_130000.wav",0,0.000,3600.000,"2017-10-25","13:00:00.000",13,-0.220298,155.849861

"Black Bear 10.25-11.08/Data","S4A04633_20171025_130000.wav",1,0.000,3600.000,"2017-10-25","13:00:00.000",13,0.250104,156.235996

"Black Bear 10.25-11.08/Data","S4A04633_20171025_160000.wav",0,0.000,3600.000,"2017-10-25","16:00:00.000",16,-0.257756,158.062392

"Black Bear 10.25-11.08/Data","S4A04633_20171025_160000.wav",1,0.000,3600.000,"2017-10-25","16:00:00.000",16,-0.119582,158.255844

"Black Bear 10.25-11.08/Data","S4A04633_20171025_190002.wav",0,0.000,3598.000,"2017-10-25","19:00:02.000",19,-0.356492,156.795440

"Black Bear 10.25-11.08/Data","S4A04633_20171025_190002.wav",1,0.000,3598.000,"2017-10-25","19:00:02.000",19,-0.842814,158.163979

"Black Bear 10.25-11.08/Data","S4A04633_20171026_000000.wav",0,0.000,3600.000,"2017-10-26","00:00:00.000",0,-0.870247,158.663654

"Black Bear 10.25-11.08/Data","S4A04633_20171026_000000.wav",1,0.000,3600.000,"2017-10-26","00:00:00.000",0,-0.922519,161.718549

"Black Bear 10.25-11.08/Data","S4A04633_20171025_180000.wav",0,0.000,3600.000,"2017-10-25","18:00:00.000",18,-0.679187,155.285127

